VISIT_AREA_TYPE_CD,TRAVEL_STYL_3,TRAVEL_STATUS_ACCOMPANY,TRAVEL_MISSION_INT,VISIT_AREA_NM,DGSTFN
1,5,자녀 동반 여행,9,나제통문,4
24,1,3인 이상 여행(가족 외),21,채플힐 펜션,5
1,1,3인 이상 여행(가족 외),21,청산수목원,4
11,1,3인 이상 여행(가족 외),21,서해 가든,5
11,1,3인 이상 여행(가족 외),21,포리 뉴,4
10,1,3인 이상 여행(가족 외),21,소원농협 하나로마트,2
11,1,3인 이상 여행(가족 외),21,진미가 본점,3
11,3,자녀 동반 여행,10,강릉 초당두부,4
6,3,자녀 동반 여행,10,아산스파비스,4
11,3,자녀 동반 여행,10,스테이크 레이브 아산점,5
24,3,자녀 동반 여행,10,온양 제일 호텔,4
3,3,자녀 동반 여행,10,아산시시설관리공단 아산시 생태곤충원,5
11,3,자녀 동반 여행,10,대산 가든,3
6,3,자녀 동반 여행,10,파라다이스 스파 도고,5
11,1,나홀로 여행,22,김밥천국 방서점,5
22,1,나홀로 여행,22,동남 힐데스하임 아파트,1
2,1,나홀로 여행,22,정북동 토성,5
11,1,나홀로 여행,22,육이,5
22,1,나홀로 여행,22,동남 힐데스하임 아파트,4
11,1,나홀로 여행,22,투썸플레이스 청주 동남점,5
1,1,나홀로 여행,22,연곡계곡,5
11,1,나홀로 여행,22,연곡 가든,5
4,1,나홀로 여행,22,홈플러스 청주 성안점,5
22,1,나홀로 여행,22,동남 힐데스하임 아파트,2
3,1,나홀로 여행,22,국립청주 박물관,5
11,1,나홀로 여행,22,육화 담길 명암타워점,5
7,1,나홀로 여행,22,영암호,5
11,1,나홀로 여행,22,스테이 인터뷰 라투어,5
11,2,3대 동반 여행(친척 포함),1,순이네 밥상,3
11,2,3대 동반 여행(친척 포함),1,모여 핀,4
10,2,3대 동반 여행(친척 포함),1,갓버터도나스,4
24,2,3대 동반 여행(친척 포함),1,신라스테이 여수,4
11,2,3대 동반 여행(친척 포함),1,동서 식당,4
4,2,3대 동반 여행(친척 포함),1,하멜등대,4
24,2,3대 동반 여행(친척 포함),1,신라스테이 여수,4
11,2,3대 동반 여행(친척 포함),1,석정,5
7,2,3대 동반 여행(친척 포함),1,오동도,4
11,2,3대 동반 여행(친척 포함),1,카멜리아 커피숍,3
6,2,3대 동반 여행(친척 포함),1,여수 해상 케이블카,4
11,2,3대 동반 여행(친척 포함),1,돌문어 상회,4
11,2,3대 동반 여행(친척 포함),1,신라스테이 여수 카페,4
10,2,3대 동반 여행(친척 포함),1,해공 노래연습장,3
24,2,3대 동반 여행(친척 포함),1,신라스테이 여수,4
11,2,3대 동반 여행(친척 포함),1,오뚝이 식당,5
4,2,3대 동반 여행(친척 포함),1,여수수산시장,5
24,2,2인 여행(가족 외),1,여기 좋아 호텔,5
5,2,2인 여행(가족 외),1,광주 기아 챔피언 스피드,5
11,2,2인 여행(가족 외),1,25시 참숯 구이,5
11,2,2인 여행(가족 외),1,월간 맥주 양산점,4
24,2,2인 여행(가족 외),1,여기 좋아 호텔,5
11,2,2인 여행(가족 외),1,진 식당 본점,5
11,2,2인 여행(가족 외),1,라이크 마이 베이커리,5
4,4,부모 동반 여행,22,꽃동 게장 1번가,4
5,4,부모 동반 여행,22,여수 챌린지 파크 루지,1
24,4,부모 동반 여행,22,슈거 브리 움 리조트,5
6,4,부모 동반 여행,22,여수 해상 케이블카,4
24,4,부모 동반 여행,22,슈거 브리 움 리조트,4
11,4,부모 동반 여행,22,카페 라피크,5
4,4,부모 동반 여행,22,서녹씨,5
3,4,부모 동반 여행,22,놀스 365,5
3,4,부모 동반 여행,22,아르떼 뮤지엄 여수,5
11,4,부모 동반 여행,22,카페 갤러리,4
4,3,2인 여행(가족 외),22,구천동 농협 하나로마트 리조트점,4
24,3,2인 여행(가족 외),22,반딧불이 펜션,5
13,3,2인 여행(가족 외),22,구천동 계곡,4
24,3,2인 여행(가족 외),22,반딧불이 펜션,4
11,3,2인 여행(가족 외),22,무주향,4
4,3,2인 여행(가족 외),22,정원 산책 카페,5
11,1,나홀로 여행,5,수안보 장터 식당,5
5,1,나홀로 여행,5,행촌교차로 인증센터,2
5,1,나홀로 여행,5,괴강교인증센터,4
5,1,나홀로 여행,5,백로공원 인증센터,4
24,1,나홀로 여행,5,태평 파트장 여관,2
5,1,나홀로 여행,5,무심천교 인증센터,2
5,1,나홀로 여행,5,합강공원 인증센터,3
5,1,나홀로 여행,5,대청댐 인증센터,2
24,1,나홀로 여행,5,룩 호텔,5
24,4,자녀 동반 여행,2,거제 선셋 한옥 오션리조트,4
11,4,자녀 동반 여행,2,온 더 선셋,4
11,4,자녀 동반 여행,2,이화 식당,2
24,4,자녀 동반 여행,2,유 캐슬호텔,3
13,4,자녀 동반 여행,2,유심천레저산업,3
24,4,자녀 동반 여행,2,유 캐슬호텔,3
5,4,자녀 동반 여행,2,유월드 루지 테마파크,4
6,4,자녀 동반 여행,2,유월드 다이노 밸리,3
3,4,자녀 동반 여행,2,테디베어뮤지엄 여수,4
11,5,2인 여행(가족 외),1,성심당 본점,5
12,5,2인 여행(가족 외),1,더 센 pc방,1
11,5,2인 여행(가족 외),1,테라스 키친,5
11,5,2인 여행(가족 외),1,투썸플레이스 대전 둔산중앙점,5
4,5,2인 여행(가족 외),1,갤러리아백화점 타임월드점,5
11,5,2인 여행(가족 외),1,성심당 롯데백화점 대전점,5
11,5,2인 여행(가족 외),1,원조태평소국밥 본점,2
11,3,2인 여행(가족 외),3,홍 경장,3
2,3,2인 여행(가족 외),3,동국사,4
11,3,2인 여행(가족 외),3,이성당 신관,1
4,3,2인 여행(가족 외),3,초원 사진관,4
2,3,2인 여행(가족 외),3,신흥동 일본식 가옥,5
24,3,2인 여행(가족 외),3,베스트웨스턴 호텔 군산,3
11,3,2인 여행(가족 외),3,장미 칼국수 본점,4
4,3,2인 여행(가족 외),3,경암동 철길마을,4
1,3,2인 여행(가족 외),3,군산 월명공원,5
2,3,2인 여행(가족 외),3,옛 군산세관,5
11,3,2인 여행(가족 외),3,치히로 군산 월명점,4
3,3,2인 여행(가족 외),3,월명동 근대 쉼터,5
1,3,2인 여행(가족 외),3,선유도해수욕장,2
24,3,2인 여행(가족 외),3,베스트웨스턴 호텔 군산,4
1,3,2인 여행(가족 외),3,은파호수공원,5
8,1,3인 이상 여행(가족 외),6,대전중앙시장,5
11,1,3인 이상 여행(가족 외),6,신도칼국수,5
11,1,3인 이상 여행(가족 외),6,성심당 본점,5
7,1,3인 이상 여행(가족 외),6,대동 하늘공원,5
11,1,3인 이상 여행(가족 외),6,크라운 호프 대전 오류점,5
11,1,3인 이상 여행(가족 외),6,진로 집,5
3,1,3인 이상 여행(가족 외),6,대전평생학습관 대전갤러리,5
1,1,3인 이상 여행(가족 외),6,장태산자연휴양림,5
13,1,3인 이상 여행(가족 외),6,유성온천공원 족욕체험장,4
12,1,3인 이상 여행(가족 외),6,홈플러스 문화적,5
11,1,3인 이상 여행(가족 외),6,계탄집 오류점,5
3,1,3인 이상 여행(가족 외),6,테마 오래,5
11,1,3인 이상 여행(가족 외),6,비범,5
11,1,3인 이상 여행(가족 외),6,층층층,5
11,1,3인 이상 여행(가족 외),6,성심당 본점,5
11,1,2인 여행(가족 외),2,금수장 장어구이,5
1,1,2인 여행(가족 외),2,대청댐 전망대,5
3,1,2인 여행(가족 외),2,대전엑스포 아쿠아리움,5
11,1,2인 여행(가족 외),2,스타벅스 대전엑스포 스카이점,5
10,1,2인 여행(가족 외),2,성심당 DCC점,5
11,1,2인 여행(가족 외),2,도가나 장수촌,5
10,5,2인 여행(가족 외),1,본이당 은행점,5
10,5,2인 여행(가족 외),1,프렐류드,5
4,5,2인 여행(가족 외),1,소수로 와,4
4,5,2인 여행(가족 외),1,성심당 본점,4
24,5,2인 여행(가족 외),1,아늑 호텔 대전 대흥점,5
11,5,2인 여행(가족 외),1,원조태평소국밥 별관,4
4,1,2인 여행(가족 외),1,카페 다우리,5
24,1,2인 여행(가족 외),1,갤러리 하우스펜션,1
4,1,2인 여행(가족 외),1,단양농협 하나로마트 대강점,3
24,1,2인 여행(가족 외),1,갤러리 하우스펜션,1
11,1,2인 여행(가족 외),1,이끼 베이커리,5
2,1,2인 여행(가족 외),1,구인사,5
2,1,2인 여행(가족 외),1,불교 천태 중앙박물관,5
3,1,2인 여행(가족 외),1,다누리 아쿠아리움,5
4,1,2인 여행(가족 외),1,단양구경시장,5
11,1,2인 여행(가족 외),1,원스 시,1
24,1,3인 이상 여행(가족 외),6,알앤비 비즈니스호텔,4
24,1,3인 이상 여행(가족 외),6,알앤비 비즈니스호텔,5
11,1,3인 이상 여행(가족 외),6,여문 수육국밥,4
3,1,3인 이상 여행(가족 외),6,아쿠아플라넷 여수,5
1,1,3인 이상 여행(가족 외),6,오동도,5
11,1,3인 이상 여행(가족 외),6,쌍둥이 무한리필여서 점,5
24,1,3인 이상 여행(가족 외),6,알앤비 비즈니스호텔,5
4,1,3인 이상 여행(가족 외),6,이순신광장,5
7,1,3인 이상 여행(가족 외),6,고소동 벽화마을,5
4,1,3인 이상 여행(가족 외),6,이순신광장,5
11,1,3인 이상 여행(가족 외),6,놀스 365,5
3,1,3인 이상 여행(가족 외),6,여수세계박람회 스카이타워,5
11,3,2인 여행(가족 외),10,성심당 본점,5
2,3,2인 여행(가족 외),10,테마 오래,4
11,3,2인 여행(가족 외),10,별난 집,4
11,3,2인 여행(가족 외),10,풍유가,4
1,3,2인 여행(가족 외),10,한밭수목원,4
12,3,2인 여행(가족 외),10,유성호텔,5
11,4,2인 가족 여행,27,알선 식당,4
7,4,2인 가족 여행,27,순천 조례호수공원,4
7,4,2인 가족 여행,27,남제골 벽화마을,3
11,4,2인 가족 여행,27,이블리스 커피,4
11,4,2인 가족 여행,27,나눌 터,5
11,1,부모 동반 여행,2,풀뿌리 흑두부,5
4,1,부모 동반 여행,2,바다 김밥 본점,2
1,1,부모 동반 여행,2,만성리 검은 모래해변,5
24,1,부모 동반 여행,2,여수 스테이 더 슬립,5
11,1,부모 동반 여행,2,남해 홍어,4
24,1,부모 동반 여행,2,여수 스테이 더 슬립,5
7,1,부모 동반 여행,2,거북선공원,5
24,1,부모 동반 여행,2,여수 스테이 더 슬립,5
24,1,부모 동반 여행,2,여수 스테이 더 슬립,5
3,1,부모 동반 여행,2,여수 예술랜드,5
11,1,부모 동반 여행,2,청초수물회 여수점,3
11,1,부모 동반 여행,2,아주 커 치킨 학동점,5
24,1,부모 동반 여행,2,여수 스테이 더 슬립,5
6,1,부모 동반 여행,2,여수 해상 케이블카,5
11,1,부모 동반 여행,2,한우만,3
3,1,부모 동반 여행,2,아르떼 뮤지엄 여수,5
11,1,부모 동반 여행,2,함남 면옥,3
4,1,부모 동반 여행,2,여수 샌드,5
4,1,부모 동반 여행,2,갓버터도나스,4
4,1,부모 동반 여행,2,피타 베이커스,5
4,1,부모 동반 여행,2,여수다,5
11,7,2인 가족 여행,23,로터리 식당,5
4,7,2인 가족 여행,23,여수 전통 서시장,5
24,7,2인 가족 여행,23,소노캄 여수,5
2,7,2인 가족 여행,23,진남관 (24년 말 예정),5
2,7,2인 가족 여행,23,여수 향교,4
13,7,2인 가족 여행,23,고소대,4
13,7,2인 가족 여행,23,이순신광장,5
24,7,2인 가족 여행,23,소노캄 여수,5
11,7,2인 가족 여행,23,PS 파스타,5
2,7,2인 가족 여행,23,이순신광장 전라좌수영 거북선,4
24,7,2인 가족 여행,23,소노캄 여수,5
3,7,2인 가족 여행,23,아르떼 뮤지엄 여수,5
24,7,2인 가족 여행,23,소노캄 여수,5
7,7,2인 가족 여행,23,여수 해상 케이블카 자산 정류장,4
1,7,2인 가족 여행,23,오동도,4
24,7,2인 가족 여행,23,소노캄 여수,5
1,7,2인 가족 여행,23,오동도,5
11,7,2인 가족 여행,23,경도회관 여천점,5
24,1,2인 여행(가족 외),6,더 휴식 아늑 청주 우암 2호점,5
1,1,2인 여행(가족 외),6,수암골 전망대,3
4,1,2인 여행(가족 외),6,오지,4
11,1,2인 여행(가족 외),6,봉용 불고기,5
2,1,2인 여행(가족 외),6,국립현대미술관 청주,4
10,1,2인 여행(가족 외),6,원더플레이스 원더 아리아 청주점,5
10,1,2인 여행(가족 외),6,김충일 수제돈가스 원더 아리아점,4
11,1,2인 여행(가족 외),6,한상 가득 보리밥 산남점,5
4,1,2인 여행(가족 외),6,육거리종합시장,4
11,2,2인 여행(가족 외),6,남자도 한우,4
3,2,2인 여행(가족 외),6,딜라이트 담양,4
24,2,2인 여행(가족 외),6,언노운 호텔,3
1,2,2인 여행(가족 외),6,담양 관방제림,3
11,2,2인 여행(가족 외),6,수비니어,2
24,2,2인 여행(가족 외),6,언노운 호텔,3
6,2,2인 여행(가족 외),6,담양온천,4
1,2,2인 여행(가족 외),6,죽녹원,4
4,2,2인 여행(가족 외),6,메타 프로방스,2
24,2,2인 여행(가족 외),6,언노운 호텔,3
11,2,2인 여행(가족 외),6,옥과 한우촌 담양점,4
11,2,2인 여행(가족 외),6,베비에르 밀 팩토리,3
2,4,나홀로 여행,2,국립 해양생물자원관,4
1,4,나홀로 여행,2,서천 장항송림 산림욕장,5
13,4,나홀로 여행,2,장항 스카이워크,5
11,4,나홀로 여행,2,꽃에 4281,5
24,4,나홀로 여행,2,카멜리아 호텔,4
1,4,나홀로 여행,2,춘장대해수욕장,4
2,4,나홀로 여행,2,문헌서원,5
11,4,나홀로 여행,2,보은집,3
2,4,나홀로 여행,2,논산 선샤인 랜드,5
2,4,나홀로 여행,2,명재고택,5
22,4,나홀로 여행,2,세종 푸르지오 시티 1차 오피스텔,5
1,4,나홀로 여행,2,국립세종수목원,5
13,4,나홀로 여행,2,베어트리 파크,5
12,4,부모 동반 여행,3,만남의 광장 주유소,4
11,4,부모 동반 여행,3,참나무골,5
2,4,부모 동반 여행,3,국립청주 박물관,5
24,4,부모 동반 여행,3,옥화자연휴양림,5
24,4,부모 동반 여행,3,옥화자연휴양림,5
1,4,부모 동반 여행,3,옥화 9경 제1경 청석골,3
8,4,부모 동반 여행,3,괴산전통시장,3
2,4,부모 동반 여행,3,연풍 순교성지,4
24,4,부모 동반 여행,3,옥화자연휴양림,4
11,4,부모 동반 여행,3,애슐리 퀸즈 NC 청주점,4
3,4,부모 동반 여행,3,국립현대미술관 청주,4
24,4,부모 동반 여행,3,봉황자연휴양림,4
11,4,2인 여행(가족 외),5,군산 대표 생선구 잇집,5
10,4,2인 여행(가족 외),5,삼촌네 식자재마트 군산대점,5
1,4,2인 여행(가족 외),5,선유도,5
24,4,2인 여행(가족 외),5,라온하제 호텔,5
11,4,2인 여행(가족 외),5,차동민 양푼 갈비 군산 본점,5
4,4,2인 여행(가족 외),5,롯데마트 군산점,5
24,4,2인 여행(가족 외),5,청암사 오토캠핑장,5
21,4,2인 여행(가족 외),5,올림픽 선수 기자촌 아파트,3
11,4,2인 여행(가족 외),5,영국 빵집,5
11,4,2인 여행(가족 외),5,24시 엄가네 본가 시골집 얼큰한 뼈해장국,5
11,2,부모 동반 여행,3,전주옥 본점,3
24,2,부모 동반 여행,3,천년의 아침,4
3,2,부모 동반 여행,3,전주공예품 전시관,5
2,2,부모 동반 여행,3,경기전,5
11,2,부모 동반 여행,3,교동 석갈비,3
2,2,부모 동반 여행,3,전주부채문화관,5
3,2,부모 동반 여행,3,최명희문학관,4
3,2,부모 동반 여행,3,교동 미술관,4
24,2,부모 동반 여행,3,천년의 아침,4
11,2,부모 동반 여행,3,오짱 전주한옥마을점,3
11,2,부모 동반 여행,3,외할머니 솜씨,4
2,2,부모 동반 여행,3,전동성당,5
4,2,부모 동반 여행,3,전주 남부시장 한옥마을 야시장,4
24,2,부모 동반 여행,3,천년의 아침,4
7,2,부모 동반 여행,3,자만벽화마을,4
11,2,부모 동반 여행,3,두 이모 비빔밥 와플 한옥마을점,4
2,2,부모 동반 여행,3,전주향교,4
11,2,부모 동반 여행,3,오유,5
11,2,부모 동반 여행,3,전주 현대옥 전주한옥마을점,3
24,2,부모 동반 여행,3,천년의 아침,4
5,1,3인 이상 여행(가족 외),5,한화생명 이글스 파크,4
2,5,자녀 동반 여행,2,용천사,5
13,5,자녀 동반 여행,2,함평자연 생태공원,5
2,5,자녀 동반 여행,2,함평군 양서 파충류 생태공원,4
11,5,자녀 동반 여행,2,키친 25,4
11,5,자녀 동반 여행,2,장성 소고기,4
1,5,자녀 동반 여행,2,옐로 출렁다리,5
11,5,자녀 동반 여행,2,요블랑,5
2,2,2인 가족 여행,3,군산근대 건축관,5
11,2,2인 가족 여행,3,소녀,4
1,2,2인 가족 여행,3,은파관광지 물빛다리 광장,4
11,2,2인 가족 여행,3,이성당 본점,3
4,2,2인 가족 여행,3,군산 시간 여행 마을,4
4,2,2인 가족 여행,3,경암동 철길마을,4
11,2,2인 가족 여행,3,카페 153,4
11,2,2인 가족 여행,24,은지네 해장국,5
4,2,2인 가족 여행,24,카페 석산,4
5,2,2인 가족 여행,24,목포 해상 케이블카 북항 승강장,4
24,2,2인 가족 여행,24,폰타나 비치관광호텔,4
11,2,2인 가족 여행,24,등대 식육식당,4
1,2,2인 가족 여행,24,목포 갓바위,4
11,2,2인 가족 여행,24,테라스 21,5
24,2,2인 가족 여행,24,폰타나 비치관광호텔,4
11,2,2인 가족 여행,24,유달콩물 본점,4
11,2,2인 가족 여행,24,슬지 제빵소,5
24,2,2인 가족 여행,24,소노벨 변산,5
1,2,2인 가족 여행,24,채석강,5
11,2,2인 가족 여행,24,모자 게장,3
24,2,2인 가족 여행,24,소노벨 변산,5
11,2,2인 가족 여행,24,백합 식당,5
11,2,2인 가족 여행,24,슬지 제빵소,5
2,2,2인 가족 여행,24,내소사,4
24,2,2인 가족 여행,24,소노벨 변산,5
1,2,2인 가족 여행,24,변산해수욕장,5
11,2,2인 가족 여행,24,현정이네 횟집,5
24,2,2인 가족 여행,24,소노벨 변산,5
11,2,2인 가족 여행,24,새 전주 횟집,4
11,1,2인 여행(가족 외),22,성심당 본점,5
11,1,2인 여행(가족 외),22,성심당 케이크 부티크,5
11,1,2인 여행(가족 외),22,별 뜨는 집,5
3,1,2인 여행(가족 외),22,대전시립미술관,5
1,1,2인 여행(가족 외),22,한밭수목원,5
11,1,2인 여행(가족 외),22,버터풀앤크리멀러스 대전 신세계 아트사이언스점,5
5,1,2인 여행(가족 외),22,서클 락 볼링장,5
11,1,2인 여행(가족 외),22,와타요업,5
11,2,2인 가족 여행,21,연 식당,3
3,2,2인 가족 여행,21,남원시립 김병종 미술관,5
11,2,2인 가족 여행,21,산들다헌,4
2,2,2인 가족 여행,21,광한루원,3
11,2,2인 가족 여행,21,신포 우리 만두 남원점,4
24,2,2인 가족 여행,21,춘향가,5
13,2,2인 가족 여행,21,치즈 온,3
24,2,2인 가족 여행,21,춘향가,5
1,2,2인 가족 여행,21,화엄사계곡,5
11,2,2인 가족 여행,21,시옷,4
11,2,2인 여행(가족 외),24,비비,4
7,2,2인 여행(가족 외),24,세종 호수공원,4
4,2,2인 여행(가족 외),24,라쎄종,4
13,2,2인 여행(가족 외),24,국립세종수목원,4
1,2,나홀로 여행,1,한밭수목원 열대식물원,3
1,2,나홀로 여행,1,천연기념물 센터,5
1,2,나홀로 여행,1,대전 곤충생태관,2
1,2,나홀로 여행,1,한밭수목원 동원 수국 원,4
11,2,나홀로 여행,1,온기 갈마점,3
4,2,나홀로 여행,1,대전 신세계 아트앤사이언스,4
11,2,나홀로 여행,1,성심당 본점,4
11,2,나홀로 여행,1,챔프 스페이스 커피 로프터스,3
4,2,나홀로 여행,1,으능정이 문화의 거리,2
11,2,나홀로 여행,1,만나 대흥 본점,3
24,2,2인 가족 여행,1,이안 레지던스 호텔,3
11,2,2인 가족 여행,1,스타벅스 대전 대덕으로 점,4
1,2,2인 가족 여행,1,한밭수목원,5
4,2,2인 가족 여행,1,대전 신세계 아트앤사이언스,4
24,2,2인 가족 여행,1,이안 레지던스 호텔,2
11,2,2인 가족 여행,1,연안 식당 대전 둔산점,3
11,2,2인 가족 여행,1,카페나 롬 본점,4
7,2,2인 가족 여행,1,대청호 오백 리 길 1코스(두메마을 길),1
12,2,2인 가족 여행,1,대동 하늘공원,2
24,2,2인 가족 여행,1,이안 레지던스 호텔,2
13,2,2인 가족 여행,1,트래블 라운지,5
4,2,2인 가족 여행,1,트레일 존 마당,1
4,2,2인 가족 여행,1,으능정이 스카이로드,5
11,2,2인 가족 여행,1,커피니 대전은행점,4
10,2,2인 가족 여행,1,성심당 케이크 부티크,5
11,2,2인 가족 여행,1,연구동 은행동 본점,5
10,2,2인 가족 여행,1,처비 칙스,5
4,2,2인 가족 여행,1,중앙로 지하상가,5
13,2,2인 가족 여행,1,트래블 라운지,5
11,2,2인 여행(가족 외),22,여수수산시장,4
1,2,2인 여행(가족 외),22,만성리 검은 모래해변,3
11,2,2인 여행(가족 외),22,프롬나드,5
24,2,2인 여행(가족 외),22,어반 스테이 여수오션 힐,5
6,2,2인 여행(가족 외),22,여수 미남크루즈,5
24,2,2인 여행(가족 외),22,어반 스테이 여수오션 힐,5
11,2,2인 여행(가족 외),22,스타벅스 더여수돌산DT점,5
4,2,2인 여행(가족 외),22,이순신광장,4
4,2,2인 여행(가족 외),22,개도집,5
11,2,2인 여행(가족 외),22,돌산 바다 카페,5
24,2,2인 여행(가족 외),22,어반 스테이 여수오션 힐,5
11,2,2인 여행(가족 외),22,프롬나드,5
4,2,2인 여행(가족 외),22,좌수영 음식문화거리,4
6,2,2인 여행(가족 외),22,2023순천만국제정원박람회,5
4,4,나홀로 여행,1,현대 프리미엄 아웃렛 대전점,4
11,4,나홀로 여행,1,시즈더포슬,4
11,4,나홀로 여행,1,오리진,4
7,4,나홀로 여행,1,유림공원,4
1,4,나홀로 여행,1,세천생태공원,5
11,4,나홀로 여행,1,뒤로 가든 보리밥,4
11,4,나홀로 여행,1,푸토,5
12,4,나홀로 여행,1,유성온천 불가마 사우나,4
1,4,나홀로 여행,1,대청호 오백 리 길 1코스(두메마을 길),3
4,4,나홀로 여행,1,에이디 카페,4
21,4,나홀로 여행,1,해들 마을 6단지 아파트 후문,3
11,3,2인 여행(가족 외),2,유미 초밥,3
6,3,2인 여행(가족 외),2,소노벨 천안 오션 어드벤처,5
13,6,2인 여행(가족 외),11,전주부채문화관,5
11,6,2인 여행(가족 외),11,카페 달곰,3
5,6,2인 여행(가족 외),11,전주시 공영자전거 오목대 대여소,5
2,6,2인 여행(가족 외),11,경기전,5
2,6,2인 여행(가족 외),11,전동성당,4
11,6,2인 여행(가족 외),11,다우랑 1호점,3
24,6,2인 여행(가족 외),11,여유,5
7,6,2인 여행(가족 외),11,전주천 자전거길,4
11,6,2인 여행(가족 외),11,화순 집,5
10,6,2인 여행(가족 외),11,GS25 전주 교대점,3
7,6,2인 여행(가족 외),11,남천교,5
24,6,2인 여행(가족 외),11,여유,5
11,6,2인 여행(가족 외),11,옛날 피순대,4
11,6,2인 여행(가족 외),11,차경,5
10,6,2인 여행(가족 외),11,쓰다,3
10,6,2인 여행(가족 외),11,제 제 스토어,5
8,6,2인 여행(가족 외),11,전주 김치 문화관,4
3,6,2인 여행(가족 외),11,전주 난장,3
11,6,2인 여행(가족 외),11,고궁 수라간 한옥마을점,4
1,1,나홀로 여행,1,한밭수목원,2
3,1,나홀로 여행,1,대전시립미술관,4
13,1,나홀로 여행,1,폴 바셋 대전엑스포 스카이점,5
11,1,나홀로 여행,1,태양 커피 신세계 아트앤사이언스점,3
6,1,나홀로 여행,1,엑스포과학공원 한빛탑,5
11,1,나홀로 여행,1,카리 코,4
24,1,나홀로 여행,1,하늘정원 게스트하우스,5
11,1,나홀로 여행,1,성심당 본점,5
4,1,나홀로 여행,1,대전중앙시장,2
13,1,나홀로 여행,1,소제동 철도관사촌,1
11,1,나홀로 여행,1,청양 칼국수,5
11,1,나홀로 여행,1,한밭 카페,5
11,1,나홀로 여행,1,성심당 본점,5
4,1,나홀로 여행,1,으능정이 문화의 거리,3
10,1,나홀로 여행,1,어썸 유닛,3
10,1,나홀로 여행,1,제니텐소품샵 2호점,1
10,1,나홀로 여행,1,처비 칙스,3
11,2,나홀로 여행,3,얼이 브라운,4
24,2,나홀로 여행,3,선암사,4
2,2,나홀로 여행,3,선암사,4
2,2,나홀로 여행,3,송광사,5
2,2,나홀로 여행,3,송광사 불일암,5
24,2,나홀로 여행,3,송광사 템플스테이,5
2,2,나홀로 여행,3,송광사,5
2,2,나홀로 여행,3,송광사 불일암,5
11,2,나홀로 여행,3,벌크 커피 순천 주암점,4
11,1,3인 이상 여행(가족 외),9,가마 피자,4
4,1,3인 이상 여행(가족 외),9,비밀의 화원 전주점,3
11,1,3인 이상 여행(가족 외),9,Cafe 홍시궁 객리단길 본점,5
8,1,3인 이상 여행(가족 외),9,전주종합 경기장 주경기장,5
22,1,3인 이상 여행(가족 외),9,고속버스 둔산(청사) 정류장,2
24,4,나홀로 여행,1,공주 호텔,3
11,4,나홀로 여행,1,시장 정육점 식당,5
11,4,나홀로 여행,1,베이커리 밤마을,5
11,4,나홀로 여행,1,하루카페,5
8,4,나홀로 여행,1,공주산성시장 문화공원,4
1,4,나홀로 여행,1,공산성,5
11,4,나홀로 여행,1,공주 토실이 쌀밤빵,5
21,4,나홀로 여행,1,부영아파트,5
11,4,나홀로 여행,1,프런트,5
11,4,나홀로 여행,1,망중한 커피 앤 티,5
11,4,나홀로 여행,1,곰골 식당,5
7,4,나홀로 여행,1,나태주 골목길,5
1,4,나홀로 여행,1,제민천,4
11,4,나홀로 여행,1,단골 닭강정,5
11,4,나홀로 여행,1,부자 떡집,5
4,4,나홀로 여행,1,미세스피베리,2
11,4,나홀로 여행,1,아임일 리터 공주점,4
11,4,나홀로 여행,1,교동 면옥 공주신관점,5
1,4,나홀로 여행,1,금강신관공원,5
24,4,2인 가족 여행,3,더 브리지 호텔,5
11,4,2인 가족 여행,3,추억의 연탄 갈비 2호점,5
11,4,2인 가족 여행,3,밸런타인,3
24,4,2인 가족 여행,3,더 브리지 호텔,5
11,4,2인 가족 여행,3,지린성,5
3,4,2인 가족 여행,3,테디베어뮤지엄 군산점,5
11,4,2인 가족 여행,3,와니 디저트 카페,5
11,4,2인 가족 여행,3,군산 보리 터,5
2,4,2인 가족 여행,3,옛 군산세관,5
11,4,2인 가족 여행,3,카페먹방이와친구들,5
2,4,2인 가족 여행,3,장미 갤러리,5
2,4,2인 가족 여행,3,진포해양테마공원,5
10,7,2인 가족 여행,3,성심당 문화원,5
10,7,2인 가족 여행,3,다다르다,5
2,7,2인 가족 여행,3,주교좌 대흥동 성당,4
24,7,2인 가족 여행,3,호텔 디 에디션,5
11,7,2인 가족 여행,3,대선 칼국수,5
4,7,2인 가족 여행,3,대전 신세계 아트앤사이언스,4
24,7,2인 가족 여행,3,호텔 디 에디션,5
11,7,2인 가족 여행,3,성심당 본점,5
2,7,2인 가족 여행,3,국립대전현충원,5
11,7,2인 가족 여행,3,성심당 케이크 부티크,5
24,4,나홀로 여행,26,인더웅,4
11,4,나홀로 여행,26,예향 밥상,4
1,4,나홀로 여행,26,목포 스카이워크,4
13,4,나홀로 여행,26,서산동 시화 골목,4
10,4,나홀로 여행,26,비판이네,4
11,4,나홀로 여행,26,유달 콩물 본점,5
2,4,나홀로 여행,26,국립 해양문화재연구소,5
1,4,나홀로 여행,26,목포 갓바위,3
11,4,나홀로 여행,26,해빈 목포 본점,4
11,4,나홀로 여행,26,커피 창고로,4
24,4,나홀로 여행,26,인더웅,4
3,4,나홀로 여행,26,노적봉 예술공원 미술관,4
4,4,나홀로 여행,26,목포 차 없는 거리,4
11,4,나홀로 여행,26,유달 콩물 본점,5
24,4,나홀로 여행,26,인더웅,4
10,4,나홀로 여행,26,구보 책방,4
